Empleado,Fecha,Hora_Entrada,Hora_Salida,Estado,Departamento
Pedro Torres,2024-03-13,08:13,18:39,Presente,Ventas
Pedro Torres,2024-03-14,N/A,N/A,Ausente,Ventas
Pedro Torres,2024-03-15,08:12,17:45,Presente,Ventas
Pedro Torres,2024-03-18,08:05,17:43,Presente,Ventas
Pedro Torres,2024-03-19,09:21,17:25,Tarde,Ventas
Pedro Torres,2024-03-20,08:14,18:01,Presente,Ventas
Pedro Torres,2024-03-21,08:13,18:43,Presente,Ventas
Pedro Torres,2024-03-22,08:05,18:04,Presente,Ventas
Pedro Torres,2024-03-25,08:11,18:33,Presente,Ventas
Pedro Torres,2024-03-26,09:02,18:23,Permiso,Ventas
Pedro Torres,2024-03-27,08:10,18:42,Presente,Ventas
Pedro Torres,2024-03-28,08:01,17:34,Presente,Ventas
Pedro Torres,2024-03-29,08:13,17:20,Presente,Ventas
Laura Ramírez,2024-01-01,08:01,17:57,Presente,RRHH
Laura Ramírez,2024-01-02,08:14,18:17,Presente,RRHH
Laura Ramírez,2024-01-03,08:09,17:51,Presente,RRHH
Laura Ramírez,2024-01-04,08:07,18:35,Presente,RRHH
Laura Ramírez,2024-01-05,08:11,18:17,Presente,RRHH
Laura Ramírez,2024-01-08,08:02,18:16,Presente,RRHH
Laura Ramírez,2024-01-09,N/A,N/A,Ausente,RRHH
Laura Ramírez,2024-01-10,09:09,17:09,Tarde,RRHH
Laura Ramírez,2024-01-11,09:15,17:15,Tarde,RRHH
Laura Ramírez,2024-01-12,09:02,18:37,Permiso,RRHH
Laura Ramírez,2024-01-15,08:12,17:50,Presente,RRHH
Laura Ramírez,2024-01-16,08:09,17:40,Presente,RRHH
Laura Ramírez,2024-01-17,08:14,17:53,Presente,RRHH
Laura Ramírez,2024-01-18,08:10,18:29,Presente,RRHH
Laura Ramírez,2024-01-19,08:05,17:17,Presente,RRHH
Laura Ramírez,2024-01-22,08:03,17:06,Presente,RRHH
Laura Ramírez,2024-01-23,08:09,17:43,Presente,RRHH
Laura Ramírez,2024-01-24,08:07,17:48,Presente,RRHH
Laura Ramírez,2024-01-25,08:08,18:08,Presente,RRHH
Laura Ramírez,2024-01-26,08:13,18:27,Presente,RRHH
Laura Ramírez,2024-01-29,08:06,18:46,Presente,RRHH
Laura Ramírez,2024-01-30,08:14,18:54,Presente,RRHH
Laura Ramírez,2024-01-31,09:03,17:15,Tarde,RRHH
Laura Ramírez,2024-02-01,08:09,17:20,Presente,RRHH
Laura Ramírez,2024-02-02,08:07,18:32,Presente,RRHH
Laura Ramírez,2024-02-05,08:13,18:46,Presente,RRHH
Laura Ramírez,2024-02-06,09:15,18:14,Tarde,RRHH
Laura Ramírez,2024-02-07,08:14,17:40,Presente,RRHH
Laura Ramírez,2024-02-08,09:05,18:58,Permiso,RRHH
Laura Ramírez,2024-02-09,08:10,18:50,Presente,RRHH
Laura Ramírez,2024-02-12,08:02,18:49,Presente,RRHH
Laura Ramírez,2024-02-13,09:23,18:15,Tarde,RRHH
Laura Ramírez,2024-02-14,09:25,17:27,Tarde,RRHH
Laura Ramírez,2024-02-15,08:09,18:09,Presente,RRHH
Laura Ramírez,2024-02-16,08:11,18:22,Presente,RRHH
Laura Ramírez,2024-02-19,09:19,18:54,Tarde,RRHH
Laura Ramírez,2024-02-20,08:14,17:49,Presente,RRHH
Laura Ramírez,2024-02-21,08:14,17:23,Presente,RRHH
Laura Ramírez,2024-02-22,08:06,17:54,Presente,RRHH
Laura Ramírez,2024-02-23,09:14,17:46,Permiso,RRHH
Laura Ramírez,2024-02-26,09:16,17:03,Permiso,RRHH
Laura Ramírez,2024-02-27,08:12,17:07,Presente,RRHH
Laura Ramírez,2024-02-28,09:11,18:35,Tarde,RRHH
Laura Ramírez,2024-02-29,08:01,18:48,Presente,RRHH
Laura Ramírez,2024-03-01,N/A,N/A,Ausente,RRHH
Laura Ramírez,2024-03-04,08:10,17:28,Presente,RRHH
Laura Ramírez,2024-03-05,08:14,17:51,Presente,RRHH
Laura Ramírez,2024-03-06,08:01,18:43,Presente,RRHH
Laura Ramírez,2024-03-07,08:07,17:52,Presente,RRHH
Laura Ramírez,2024-03-08,08:06,18:17,Presente,RRHH
Laura Ramírez,2024-03-11,08:01,18:03,Presente,RRHH
Laura Ramírez,2024-03-12,08:14,17:19,Presente,RRHH
Laura Ramírez,2024-03-13,09:13,18:55,Permiso,RRHH
Laura Ramírez,2024-03-14,08:02,17:04,Presente,RRHH
Laura Ramírez,2024-03-15,08:08,17:17,Presente,RRHH
Laura Ramírez,2024-03-18,08:07,17:25,Presente,RRHH
Laura Ramírez,2024-03-19,08:00,17:40,Presente,RRHH
Laura Ramírez,2024-03-20,08:11,17:10,Presente,RRHH
Laura Ramírez,2024-03-21,08:05,18:21,Presente,RRHH
Laura Ramírez,2024-03-22,08:00,18:04,Presente,RRHH
Laura Ramírez,2024-03-25,08:05,18:24,Presente,RRHH
Laura Ramírez,2024-03-26,08:14,18:53,Presente,RRHH
Laura Ramírez,2024-03-27,09:11,17:33,Tarde,RRHH
Laura Ramírez,2024-03-28,08:10,17:11,Presente,RRHH
Laura Ramírez,2024-03-29,08:00,17:35,Presente,RRHH
